0.312243	0.58034	0.540302	0.841471	0.312243	0.58034	0.6	0.6	5.19994	0
0.634724	0.736999	2.23574	4.10138	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.03652	0.61115	4.74466	-0.0083091	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.23808	0.511988	4.87658	0.112255	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.53832	0.566836	4.88797	0.547954	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.78626	0.55982	5.28419	0.568852	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.08684	0.610133	5.28471	0.850994	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.30693	0.652133	5.08924	1.10903	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.581	0.699344	5.09214	1.2168	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.85717	0.683843	5.18715	0.828661	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.09418	0.702098	5.16243	0.796491	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.39179	0.584685	5.24743	-0.256077	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.70013	0.476443	5.21795	-1.01951	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
3.97857	0.559628	5.40362	-0.290026	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.25719	0.554582	5.41509	-0.287291	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.51505	0.593086	5.31569	-0.0544877	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.70003	0.71116	5.11244	0.538234	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.95248	0.706194	5.02093	0.438724	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.25705	0.693125	5.12338	0.312128	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.51865	0.698144	5.24658	0.297706	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.81998	0.706467	5.31463	0.278471	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.06248	0.628256	5.14843	-0.0603507	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.317	0.742134	5.13222	0.345021	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.5669	0.775548	5.07677	0.415452	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.81532	0.767841	5.07316	0.343325	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.05687	0.750174	4.91542	0.23723	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.27183	0.833891	4.85164	0.466994	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.57143	0.845807	5.14105	0.466573	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.82688	0.817118	5.14493	0.323172	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.07482	0.834626	4.99646	0.324514	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.31189	0.848627	4.9754	0.327417	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.58491	0.945664	5.20244	0.600726	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.8269	1.0042	5.16117	0.714879	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
